Comune,CODISTAT,provincia,inizioIntervallo,fineIntervallo,classeEta,Target,Vaccinati,Immunizzati
Furci Siculo,83027,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,926,750,723
Furnari,83028,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2339,1431,1306
Furnari,83028,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1144,835,802
Gaggi,83029,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1971,1106,983
Gaggi,83029,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,783,576,526
Galati Mamertino,83030,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1392,1031,939
Galati Mamertino,83030,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,833,771,735
Gallodoro,83031,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,201,135,126
Gallodoro,83031,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,118,98,97
Giardini-Naxos,83032,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,5732,3396,3040
